rating,display_name,brand_name,list_price
4.2549,CC Essence Balm,Dr. Jart+,$42.00
3.9375,Luminous Skin Colour Ultra Sheer Foundation SPF 25+,BECCA,$42.00
3.8649,Complexion Perfector BB SPF 20,Omorovicza,$135.00
4.2194,Amazonian Clay BB Illuminating Moisturizer,Tarte,$32.00
4.2289,Continuous Coverage,CLINIQUE,$24.00
3,Double Wear Stay-in-Place Powder Makeup,Estee Lauder,$38.00
4.0476,Hydra Life Pro-Youth Skin Tint SPF 20,Dior,$45.00
3.3458,DD Cream 15-Benefits-In-1 Dermatologically Defining BB Cream Broad Spectrum SPF 30,DERMAdoctor,$38.00
3.8308,Satin Perfection BB Cream Sunscreen,REN,$38.00
3.0036,Air Buffed BB Crème Complete Coverage Makeup Broad Spectrum SPF 20 Sunscreen,Too Faced,$39.00
4.1071,Triple Lighting Foundation SPF 22 PA++ Refill,Koh Gen Do,$58.00
4.3387,Illuminating Tinted Moisturizer Oil-Free SPF 20,Stila,$32.00
3.4194,cc glow Broad Spectrum SPF 30,Dr. Brandt Skincare,$39.00
3.3695,Flexitone™ BB Cream,Dr. Brandt Skincare,$39.00
3.6618,Velvet Mineral® Liquid Custom Finish Foundation SPF 15,Amazing Cosmetics,$36.00
4.3279,AMERICANA Custom Coverage Concentrate,ARDENCY INN,$38.00
3.5125,BB Matte With Signature Shinerase™,Dr. Brandt Skincare,$39.00
3.5,Stay All Day® 10-In-One HD  Beauty Balm With Broad Spectrum SPF 30,Stila,$38.00
3.6765,V7 Beauty Balm,Dr. Jart+,$36.00
0,BB Dis-A-Pore Beauty Balm,Dr. Jart+,$36.00
4.0924,DiorSkin Nude Natural Glow Crème-Gel Makeup SPF 20,Dior,$50.00
3.9815,Stay All Day® 10-In-One HD Bronzing Beauty Balm With Broad Spectrum SPF 30,Stila,$38.00
4.6667,Double Wear Light Stay-in-Place Makeup,Estee Lauder,$37.00
3.6875,OCC Tint: Tinted Moisturizer,Obsessive Compulsive Cosmetics,$29.50
4.0105,Skin Perfection Gel To Go,Perfekt,$13.00
4.4118,Skin Veil Foundation SPF 15,ELLIS FAAS,$65.00
3.9474,Chinese Licorice Anti-Aging Color Correction CC Cream,Wei,$45.00
3.5078,Water Fuse Smart Gel BB,Dr. Jart+,$36.00
0,BB Radiance Beauty Balm,Dr. Jart+,$42.00
4,Ultra Dewy Complexion Perfector,EDWARD BESS,$56.00
4.3396,Powder Foundation,Illamasqua,$36.00
4.0984,Velvet Mineral Pressed Powder Foundation,Amazing Cosmetics,$36.00
3.9718,Rich Liquid Foundation,Illamasqua,$39.00
3.25,Liquid Light Breathable Perfecting Foundation,Sunday Riley,$52.00
4.4444,Advanced Hydro-Liquid Compact Case,Shiseido,$10.50
5,Triple Lighting Foundation Compact,Koh Gen Do,$20.00
4.2014,Natural Performance Foundation,LORAC,$36.00
3.95,Cream Foundation,Illamasqua,$36.00
4.0714,The Makeup Stick Foundation Control Color,Shiseido,$38.50
4.75,Radiant Cream Compact Foundation - Empty Compact,NARS,$10.00
3.4,Terracotta Skin Healthy Glow Foundation Second Skin Effect,Guerlain,$53.00
0,Moisture Surge CC Compact,CLINIQUE,$35.00
3.9167,Perfect Refining Foundation SPF 16,Shiseido,$38.50
2.5,Crème Radiance Breathable Ageless Foundation,Sunday Riley,$58.00
0,UV Protective Stick Foundation SPF 37,Shiseido,$28.00
4.5743,Sun Protection Stick Foundation SPF 35 PA++,Shiseido,$27.00
4.3939,Parure De Lumière Light-Diffusing Foundation SPF 25,Guerlain,$61.00
4.1645,TEINT IDOLE FRESH WEAR,Lancôme,$34.00
3.9815,Pore Refining Solutions Instant Perfecting Makeup,CLINIQUE,$27.00
3.9412,RÉNERGIE ÉCLAT MULTI-LIFT Multi-Action Tinted Skincare Illuminate + Lift Instant Enhancer,Lancôme,$75.00
3.8226,Renewalist BB Beauty Balm,Dr. Jart+,$36.00
3.7407,Velvet Mineral Powder Foundation,Amazing Cosmetics,$34.00
0,Bareskin Pure Brightening Serum Foundation,bareMinerals,$29.00
0,BB Bounce Beauty Balm,Dr. Jart+,$48.00
0,UV Protective Compact Foundation SPF 36  (Refill),Shiseido,$28.00
0,UV Protective Compact Foundation SPF 36 Case,Shiseido,$8.00
0,UV Protective Liquid Foundation SPF 42,Shiseido,$36.00
4.5263,Flatter Yourself Contouring Brush Set,SEPHORA COLLECTION,$48.00
4.7577,Pro Flawless Airbrush #56,SEPHORA COLLECTION,$32.00
4.7,Good Karma Optical Blurring Brush,Urban Decay,$25.00
4.8,Airbrush Finish Bamboo Foundation Brush,Tarte,$32.00
4.8958,The Bronze - Bronzer Brush No. 12,Marc Jacobs Beauty,$78.00
3.9561,Full Flawless Face Brush,bareMinerals,$28.00
4.7117,Airbuki Bamboo Powder Foundation Brush,Tarte,$26.00
4.2105,Travel Essential Brush Set,SEPHORA COLLECTION,$20.00
4.6254,Pro Airbrush #55,SEPHORA COLLECTION,$34.00
4.8769,The Face II - Sculpting Foundation Brush No. 2,Marc Jacobs Beauty,$48.00
4.9333,Pro Airbrush Blush Brush #54,SEPHORA COLLECTION,$32.00
4.6821,Pro Angled Blush Brush #49,SEPHORA COLLECTION,$32.00
4.85,Kabuki Brush,Too Faced,$34.00
4.6346,Ambient Powder Brush,Hourglass,$35.00
4.1193,The One Perfecting Brush,BECCA,$49.00
4.7,The Conceal - Full Cover Correcting Brush No. 14,Marc Jacobs Beauty,$30.00
4.6,Blush Brush,Bobbi Brown,$52.00
4.1007,Full Coverage Kabuki Brush,bareMinerals,$28.00
4.7896,Pro Airbrush Concealer Brush #57,SEPHORA COLLECTION,$24.00
4.7945,Pro Allover Powder Brush #61,SEPHORA COLLECTION,$46.00
4.7683,Classic Mineral Powder Brush #45,SEPHORA COLLECTION,$24.00
4.375,Bronzer Brush,Bobbi Brown,$54.00
4.6741,Precision Face Brush,bareMinerals,$28.00
4.5833,Liquid Foundation Brush,COVER FX,$38.00
4.7179,Foundation Brush,Bobbi Brown,$40.00
4.7353,Pro Flawless Bronzer Brush #46,SEPHORA COLLECTION,$34.00
4.2535,Retractable Kabuki Brush,SEPHORA COLLECTION,$18.00
5,Yachiyo Brush #27,NARS,$55.00
0,The Slenderizer Bamboo Contouring Brush,Tarte,$32.00
4.8077,Classic Mini Mineral Brush #45.5,SEPHORA COLLECTION,$14.00
4.6875,158 Double Ended Sculpting Brush,MAKE UP FOR EVER,$53.00
4.9333,Powder Brush,Bobbi Brown,$62.00
4.6741,Maximum Coverage Concealer Brush,bareMinerals,$20.00
4.7241,108 Large Foundation Brush,MAKE UP FOR EVER,$36.00
3.7083,Flawless Application Face Brush,bareMinerals,$22.00
4.7632,Pro Bronzer Brush #48,SEPHORA COLLECTION,$36.00
4.8367,Pro Visionary Face Blender Brush #134,SEPHORA COLLECTION,$32.00
4.75,130 Large Powder Brush,MAKE UP FOR EVER,$55.00
4.4598,Foundation/Blush Brush No. 2,Hourglass,$58.00
3.5,Classic Must Have Angled Blush Brush #50,SEPHORA COLLECTION,$28.00
4.5385,Pro Foundation Brush #47,SEPHORA COLLECTION,$28.00
3.6727,Tapered Blush Brush,bareMinerals,$15.00
4.6667,FANatic Bamboo Fanned Blush Brush,Tarte,$29.00
4.7,Face Brush,Bobbi Brown,$42.00
4.6,124 Powder Kabuki Brush,MAKE UP FOR EVER,$52.00
4,Soft Focus Brush,bareMinerals,$30.00
4.82,Pro Kabuki Brush #43,SEPHORA COLLECTION,$36.00
4.4345,Handy Buki Brush,bareMinerals,$20.00
4.3462,Secret Camouflage Brush,Laura Mercier,$26.00
4.8736,Classic Mineral Powder Brush #45,SEPHORA COLLECTION,$24.00
4.5833,Double-Ended Complexion Brush,Hourglass,$68.00
5,134 Large Powder Fan Brush,MAKE UP FOR EVER,$48.00
4,Face Blender Brush,Bobbi Brown,$48.00
4.0385,Pro Large Domed Stippling Brush #41,SEPHORA COLLECTION,$36.00
5,152 Medium Highlighter Brush,MAKE UP FOR EVER,$37.00
3.8421,Classic Must Have Foundation Brush #10,SEPHORA COLLECTION,$24.00
4.6667,Pro Flawless Light Powder Brush #50,SEPHORA COLLECTION,$38.00
4.8,Pro Small Stippling Brush #42,SEPHORA COLLECTION,$32.00
0,Contour Brush #21,NARS,$42.00
3.6364,Precision Face Retractable Brush,bareMinerals,$22.00
4.9,Foundation Kabuki Brush,MAKE UP FOR EVER,$48.00
4.5333,Pro Contour Brush #74,SEPHORA COLLECTION,$30.00
5,154 Buffer Blush Brush,MAKE UP FOR EVER,$44.00
5,106 Medium Foundation Brush,MAKE UP FOR EVER,$36.00
5,156 Large Flat Blush Brush,MAKE UP FOR EVER,$37.00
4.4906,Retractable Foundation Brush,Hourglass,$42.00
4.5556,Pro Blending Brush #27,SEPHORA COLLECTION,$20.00
4.75,Concealer Brush,COVER FX,$20.00
4,Face Brush,Laura Mercier,$35.00
4.7089,One Step Complexion Brush #33,Stila,$32.00
3.1429,See Both Sides Retractable Brush,SEPHORA COLLECTION,$22.00
4.4615,Pro Angled Contour Brush #75,SEPHORA COLLECTION,$30.00
5,Pro Visionary Modeling Foundation Brush #111,SEPHORA COLLECTION,$34.00
5,174 Small Concealer Brush,MAKE UP FOR EVER,$21.00
3.56,Classic Must Have Large Powder Brush #30,SEPHORA COLLECTION,$36.00
5,Powder Brush,COVER FX,$42.00
4.8,122 Blending Brush,MAKE UP FOR EVER,$48.00
3.7059,Concealer Brush,Bobbi Brown,$30.00
3.3333,The Blush - Angled Blush Brush No. 10,Marc Jacobs Beauty,$38.00
3.68,Classic Bronzer Brush #44,SEPHORA COLLECTION,$28.00
4.1837,Buff & Go Retractable Face Brush,bareMinerals,$22.00
4.1333,Botan Brush,NARS,$75.00
4.5833,Classic Synthetic Complexion Powder Brush #43,SEPHORA COLLECTION,$29.00
4.7742,Finishing Brush No. 7,Hourglass,$65.00
5,126 Medium Powder Brush,MAKE UP FOR EVER,$55.00
0,Bronzing Powder Brush #11,NARS,$52.00
4.7333,Powder Brush No. 1,Hourglass,$65.00
4.1463,Pro Precision Blush Brush #73,SEPHORA COLLECTION,$32.00
4.75,144 Precision Highlighter & Concealer Brush,MAKE UP FOR EVER,$37.00
5,Blusher Brush 2,Illamasqua,$44.00
4.25,160 Blush Brush,MAKE UP FOR EVER,$44.00
4.2609,Concealer Brush,Amazing Cosmetics,$15.00
5,128 Precision Powder Brush,MAKE UP FOR EVER,$52.00
3.6765,Pro Fan Brush #65,SEPHORA COLLECTION,$27.00
3.8571,Foundation Brush,Benefit Cosmetics,$24.00
4.7778,Pro Cream Shadow Brush #28,SEPHORA COLLECTION,$20.00
0,Double-Ended Camouflage Tool,Tarte,$36.00
5,Touch Up Brush,Bobbi Brown,$30.00
4.0435,Pro Flawless Powder Brush #40,SEPHORA COLLECTION,$36.00
4.6429,Pro Precision Powder Brush #59,SEPHORA COLLECTION,$38.00
4.55,Pro Visionary Precise Natural Powder Brush #121,SEPHORA COLLECTION,$38.00
4.1111,Cream Foundation Brush,COVER FX,$38.00
5,146 Flat Blush Brush,MAKE UP FOR EVER,$37.00
4.3143,Pro Domed Crease Brush #16,SEPHORA COLLECTION,$18.00
4,Color At Every Turn Retractable,SEPHORA COLLECTION,$22.00
4.5946,Pro Precision Foundation Brush #58,SEPHORA COLLECTION,$29.00
4.3333,Concealer Brush,Benefit Cosmetics,$22.00
4,Light Coverage Powder Brush,Dior,$55.00
4.625,Hide and Sleek Retractable Buffing Brush,SEPHORA COLLECTION,$24.00
0,140 Small Highlighter Brush,MAKE UP FOR EVER,$34.00
0,Body Bronzer Brush,Laura Mercier,$65.00
4.4194,Pro Precision Concealer Brush #45,SEPHORA COLLECTION,$21.00
4.5,112 Medium Precision Foundation Brush,MAKE UP FOR EVER,$46.00
2.8392,Pro Stippling Brush #44,SEPHORA COLLECTION,$35.00
4.1429,Buxom True Hue™ Blush Brush,Buxom,$24.00
3.25,Pro Round Powder Brush #60,SEPHORA COLLECTION,$48.00
4.2381,Tattoo Concealer Brush,Kat Von D,$19.00
3.75,Retractable Kabuki Brush,Hourglass,$52.00
5,#002 Foundation Brush,Obsessive Compulsive Cosmetics,$24.00
0,Cream Blending Brush #12,NARS,$28.00
0,Powder Brush #10,NARS,$52.00
5,Tapered Face Brush,bareMinerals,$24.00
4,Pro Visionary Square Foundation Brush #112,SEPHORA COLLECTION,$28.00
0,#011 Small Blush/Powder Brush,Obsessive Compulsive Cosmetics,$24.00
4.68,Camouflage Powder Brush,Laura Mercier,$28.00
4,Full Coverage Powder Brush,Dior,$55.00
3.6667,Large Concealer Brush #8,Hourglass,$30.00
0,176 Medium Concealer Brush,MAKE UP FOR EVER,$30.00
4.5714,Retoucher Flawless Finish Bamboo Foundation Brush,Tarte,$30.00
4.6667,102 Small Foundation Kabuki,MAKE UP FOR EVER,$36.00
3,Classic Natural Kabuki Brush #48,SEPHORA COLLECTION,$24.00
0,120 Medium Powder Fan Brush,MAKE UP FOR EVER,$31.00
3.4,Kabuki Bronzer Brush,Givenchy,$48.00
3,Classic Setting Powder Brush #53,SEPHORA COLLECTION,$26.00
2.8072,Pro Buffing Brush #62,SEPHORA COLLECTION,$38.00
0,148 Blending Blush Brush,MAKE UP FOR EVER,$37.00
0,#001 Large Powder Brush,Obsessive Compulsive Cosmetics,$28.00
0,412 Medium Paint Brush,MAKE UP FOR EVER,$43.00
2,132 Powder Flat Kabuki,MAKE UP FOR EVER,$48.00
4,Classic Contour Powder Brush #52,SEPHORA COLLECTION,$26.00
4.5,Press Play Foundation Touch Up Pen,SEPHORA COLLECTION,$16.00
3.1429,Pro Visionary Highlighting Fan Brush #122,SEPHORA COLLECTION,$38.00
0,Luxury Face Brush,EDWARD BESS,$56.00
0,142 Flat Highlighter Brush,MAKE UP FOR EVER,$37.00
0,#003 Concealer Brush,Obsessive Compulsive Cosmetics,$22.00
0,170 Fine Corrector Brush,MAKE UP FOR EVER,$21.00
0,408 Small Paint Brush,MAKE UP FOR EVER,$39.00
2.8087,bareMinerals® Refillable Buffing Brush,bareMinerals,$29.50
0,100 Small Precision Foundation Brush,MAKE UP FOR EVER,$36.00
3.5,Foundation Brush,Yves Saint Laurent,$45.00
0,#005 Angled Blending Brush,Obsessive Compulsive Cosmetics,$22.00
0,414 Body Kabuki,MAKE UP FOR EVER,$43.00
0,Classic Uniform Complexion Powder Brush #31,SEPHORA COLLECTION,$32.00
5,Pro Visionary Flawless Flat Powder Brush #120,SEPHORA COLLECTION,$38.00
3.5,104 Small Foundation Brush,MAKE UP FOR EVER,$35.00
4.5429,Light Stroke Brush,bareMinerals,$20.00
1.6667,Pro Visionary Precision Contour #132,SEPHORA COLLECTION,$34.00
0,172 Precision Corrector Brush,MAKE UP FOR EVER,$21.00
2,150 Precision Blush Brush,MAKE UP FOR EVER,$40.00
4.46,Foundation Brush,Shiseido,$30.00
0,Sunwashed Jumbo Kabuki Brush,SEPHORA COLLECTION,$32.00
0,404 Artistic Fan Brush,MAKE UP FOR EVER,$23.00
0,402 Artistic Fan Brush,MAKE UP FOR EVER,$20.00
5,HD Brush 25N,MAKE UP FOR EVER,$37.00
5,Terracotta Bronzing Powder Brush,Guerlain,$42.00
4.75,Highlighter Brush,Illamasqua,$37.50
4.2763,Météorites Brush,Guerlain,$42.00
4,Blending Brush 2,Illamasqua,$37.00
3.3846,Blush-Up Brush,Illamasqua,$40.00
2,The Brush Foundation Brush,Dolce & Gabbana,$41.00
0,406 Body Foundation Brush,MAKE UP FOR EVER,$33.00
0,410 Medium Body Foundation Brush,MAKE UP FOR EVER,$36.00
0,Bareskin Perfecting Face Brush,bareMinerals,$28.00
